url,status_code,status_text,final_url,has_redirect,redirect_count,response_time_ms,page_type,error
https://munchmakers.com/blog/master-the-art-of-rolling-the-ultimate-guide-to-joint-rollers-for-effortless-enjoyment/,200,OK,https://munchmakers.com/blog/master-the-art-of-rolling-the-ultimate-guide-to-joint-rollers-for-effortless-enjoyment/,No,0,575.59,blog,
https://munchmakers.com/blog/master-the-art-of-rolling-your-ultimate-guide-to-cigarette-rolling-machines-768107/,200,OK,https://munchmakers.com/blog/master-the-art-of-rolling-your-ultimate-guide-to-cigarette-rolling-machines-768107/,No,0,511.6,blog,
https://munchmakers.com/blog/master-your-grind-the-essential-guide-to-three-piece-grinders/,200,OK,https://munchmakers.com/blog/master-your-grind-the-essential-guide-to-three-piece-grinders/,No,0,539.44,blog,
https://munchmakers.com/blog/master-your-herb-game-the-ultimate-guide-to-weed-grinders-and-storage-solutions/,200,OK,https://munchmakers.com/blog/master-your-herb-game-the-ultimate-guide-to-weed-grinders-and-storage-solutions/,No,0,560.37,blog,
https://munchmakers.com/blog/master-your-rolling-game-the-ultimate-guide-to-choosing-the-best-joint-roller-for-cannabis-enthusiasts/,200,OK,https://munchmakers.com/blog/master-your-rolling-game-the-ultimate-guide-to-choosing-the-best-joint-roller-for-cannabis-enthusiasts/,No,0,656.49,blog,
https://munchmakers.com/blog/master-your-rolling-game-the-ultimate-guide-to-choosing-the-perfect-rolling-machine/,200,OK,https://munchmakers.com/blog/master-your-rolling-game-the-ultimate-guide-to-choosing-the-perfect-rolling-machine/,No,0,532.64,blog,
https://munchmakers.com/blog/mastering-grinder-care-expert-tips-for-a-cleaner-better-grind/,200,OK,https://munchmakers.com/blog/mastering-grinder-care-expert-tips-for-a-cleaner-better-grind/,No,0,532.37,blog,
https://munchmakers.com/blog/mastering-grinder-parts-your-ultimate-guide-to-accessories-and-purchasing-tips/,200,OK,https://munchmakers.com/blog/mastering-grinder-parts-your-ultimate-guide-to-accessories-and-purchasing-tips/,No,0,544.78,blog,
https://munchmakers.com/blog/mastering-rolling-trays-your-essential-guide-for-cannabis/,200,OK,https://munchmakers.com/blog/mastering-rolling-trays-your-essential-guide-for-cannabis/,No,0,594.29,blog,
https://munchmakers.com/blog/mastering-the-art-of-grinding-5-clever-ways-to-grind-weed-without-a-grinder/,200,OK,https://munchmakers.com/blog/mastering-the-art-of-grinding-5-clever-ways-to-grind-weed-without-a-grinder/,No,0,569.79,blog,
